pheno	pid	chromosome	block	UKBB_nCS	GLGC_nCS	UKBB_in_GLGC	GLGC_in_UKBB
LDL	EAS	6	56	0	0	0	0
LDL	EAS	6	58	0	0	0	0
LDL	EAS	6	63	0	0	0	0
LDL	EAS	6	64	0	0	0	0
LDL	EAS	6	65	0	0	0	0
LDL	EAS	6	71	0	0	0	0
LDL	EAS	6	72	0	0	0	0
LDL	EAS	6	73	0	0	0	0
LDL	EAS	6	75	0	0	0	0
LDL	EAS	6	76	0	0	0	0
LDL	EAS	6	87	0	0	0	0
LDL	EAS	6	88	0	0	0	0
LDL	EAS	6	100	0	0	0	0
LDL	EAS	6	101	1	0	0	0
LDL	EAS	6	105	0	0	0	0
LDL	EAS	6	106	0	0	0	0
LDL	EAS	6	109	0	0	0	0
LDL	EAS	6	115	0	0	0	0
LDL	EAS	6	117	0	0	0	0
LDL	EAS	6	124	0	0	0	0
LDL	EAS	6	127	0	0	0	0
LDL	EAS	6	128	0	0	0	0
LDL	EAS	6	134	0	1	0	0
LDL	EAS	6	136	0	0	0	0
LDL	EAS	6	140	0	0	0	0
LDL	EAS	6	154	0	0	0	0
LDL	EAS	6	158	0	0	0	0
LDL	EAS	6	160	0	0	0	0
LDL	EAS	6	168	0	0	0	0
LDL	EAS	6	169	0	2	0	0
LDL	EAS	6	170	0	0	0	0
LDL	EAS	6	180	0	0	0	0
LDL	EAS	6	183	0	0	0	0
LDL	EAS	6	187	0	0	0	0
LDL	EAS	7	3	0	0	0	0
LDL	EAS	7	5	0	0	0	0
LDL	EAS	7	6	0	0	0	0
LDL	EAS	7	11	0	0	0	0
LDL	EAS	7	12	0	0	0	0
LDL	EAS	7	13	0	0	0	0
LDL	EAS	7	33	0	0	0	0
LDL	EAS	7	37	0	0	0	0
LDL	EAS	7	41	0	0	0	0
LDL	EAS	7	42	0	1	0	0
LDL	EAS	7	44	0	1	0	0
LDL	EAS	7	50	0	0	0	0
LDL	EAS	7	58	0	0	0	0
LDL	EAS	7	66	0	0	0	0
LDL	EAS	7	67	0	0	0	0
LDL	EAS	7	74	0	0	0	0
LDL	EAS	7	85	0	0	0	0
LDL	EAS	7	88	0	0	0	0
LDL	EAS	7	89	0	0	0	0
LDL	EAS	7	95	0	0	0	0
LDL	EAS	7	99	0	0	0	0
LDL	EAS	7	103	0	0	0	0
LDL	EAS	7	109	0	0	0	0
LDL	EAS	7	111	0	0	0	0
LDL	EAS	7	112	0	0	0	0
LDL	EAS	7	113	0	0	0	0
LDL	EAS	7	114	0	0	0	0
LDL	EAS	7	119	0	0	0	0
LDL	EAS	7	132	0	0	0	0
LDL	EAS	7	133	0	0	0	0
LDL	EAS	7	134	0	0	0	0
LDL	EAS	7	138	0	0	0	0
LDL	EAS	7	139	0	0	0	0
LDL	EAS	7	141	0	0	0	0
LDL	EAS	7	147	0	0	0	0
LDL	EAS	7	152	0	0	0	0
LDL	EAS	7	162	0	0	0	0
LDL	EAS	7	176	0	0	0	0
LDL	EAS	7	177	0	0	0	0
LDL	EAS	7	187	0	0	0	0
LDL	EAS	8	17	0	0	0	0
LDL	EAS	8	29	0	0	0	0
LDL	EAS	8	36	0	0	0	0
LDL	EAS	8	39	0	0	0	0
LDL	EAS	8	42	0	0	0	0
LDL	EAS	8	44	0	0	0	0
LDL	EAS	8	45	0	0	0	0
LDL	EAS	8	56	0	0	0	0
LDL	EAS	8	57	0	0	0	0
LDL	EAS	8	59	0	0	0	0
LDL	EAS	8	65	0	0	0	0
LDL	EAS	8	68	0	0	0	0
LDL	EAS	8	69	0	0	0	0
LDL	EAS	8	71	0	0	0	0
LDL	EAS	8	75	0	0	0	0
LDL	EAS	8	78	0	0	0	0
LDL	EAS	8	79	0	0	0	0
LDL	EAS	8	81	0	0	0	0
LDL	EAS	8	83	0	0	0	0
LDL	EAS	8	85	0	0	0	0
LDL	EAS	8	88	0	0	0	0
LDL	EAS	8	90	0	0	0	0
LDL	EAS	8	101	0	0	0	0
LDL	EAS	8	106	0	0	0	0
LDL	EAS	8	113	0	1	0	0
LDL	EAS	8	124	0	0	0	0
LDL	EAS	8	125	0	1	0	0
LDL	EAS	8	135	0	0	0	0
LDL	EAS	8	153	0	0	0	0
LDL	EAS	8	159	0	0	0	0
LDL	EAS	8	160	0	0	0	0
LDL	EAS	9	4	0	0	0	0
LDL	EAS	9	5	0	0	0	0
LDL	EAS	9	13	0	0	0	0
LDL	EAS	9	33	0	0	0	0
LDL	EAS	9	36	0	0	0	0
LDL	EAS	9	39	0	0	0	0
LDL	EAS	9	40	0	0	0	0
LDL	EAS	9	51	0	0	0	0
LDL	EAS	9	53	0	0	0	0
LDL	EAS	9	62	0	0	0	0
LDL	EAS	9	69	0	0	0	0
LDL	EAS	9	70	0	0	0	0
LDL	EAS	9	72	0	0	0	0
LDL	EAS	9	73	0	0	0	0
LDL	EAS	9	80	0	0	0	0
LDL	EAS	9	84	0	0	0	0
LDL	EAS	9	89	0	0	0	0
LDL	EAS	9	93	0	0	0	0
LDL	EAS	9	99	0	0	0	0
LDL	EAS	9	102	0	0	0	0
LDL	EAS	9	104	0	0	0	0
LDL	EAS	9	110	0	0	0	0
LDL	EAS	9	111	0	1	0	0
LDL	EAS	9	112	0	0	0	0
LDL	EAS	9	114	0	0	0	0
LDL	EAS	9	115	0	0	0	0
LDL	EAS	9	116	0	0	0	0
LDL	EAS	9	118	0	0	0	0
LDL	EAS	9	119	0	0	0	0
LDL	EAS	9	124	0	0	0	0
LDL	EAS	9	125	0	0	0	0
LDL	EAS	9	134	0	0	0	0
LDL	EAS	9	140	0	1	0	0
LDL	EAS	9	144	0	0	0	0
LDL	EAS	9	145	0	0	0	0
LDL	EAS	9	148	0	0	0	0
LDL	EAS	9	149	0	1	0	0
LDL	EAS	9	153	0	0	0	0
LDL	EAS	9	160	0	0	0	0
LDL	EAS	9	161	0	1	0	0
LDL	EAS	10	14	0	0	0	0
LDL	EAS	10	22	0	0	0	0
LDL	EAS	10	30	0	0	0	0
LDL	EAS	10	43	0	0	0	0
LDL	EAS	10	45	0	0	0	0
LDL	EAS	10	46	0	0	0	0
LDL	EAS	10	52	0	0	0	0
LDL	EAS	10	53	0	0	0	0
LDL	EAS	10	59	0	0	0	0
LDL	EAS	10	60	0	0	0	0
LDL	EAS	10	67	0	0	0	0
LDL	EAS	10	69	0	0	0	0
LDL	EAS	10	70	0	0	0	0
LDL	EAS	10	73	0	0	0	0
LDL	EAS	10	80	0	0	0	0
LDL	EAS	10	81	0	0	0	0
LDL	EAS	10	84	0	0	0	0
LDL	EAS	10	85	0	0	0	0
LDL	EAS	10	92	0	1	0	0
LDL	EAS	10	100	0	0	0	0
LDL	EAS	10	101	0	0	0	0
LDL	EAS	10	109	0	0	0	0
LDL	EAS	10	110	0	0	0	0
LDL	EAS	10	112	0	0	0	0
LDL	EAS	10	113	0	0	0	0
LDL	EAS	10	117	0	0	0	0
LDL	EAS	10	120	0	0	0	0
LDL	EAS	10	121	0	0	0	0
LDL	EAS	10	126	0	0	0	0
LDL	EAS	10	127	0	0	0	0
LDL	EAS	10	128	0	0	0	0
LDL	EAS	10	129	0	0	0	0
LDL	EAS	10	131	0	0	0	0
LDL	EAS	10	137	0	1	0	0
LDL	EAS	10	138	0	0	0	0
LDL	EAS	10	142	0	0	0	0
LDL	EAS	10	144	0	0	0	0
LDL	EAS	10	150	0	0	0	0
LDL	EAS	10	152	0	0	0	0
LDL	EAS	10	154	0	0	0	0
LDL	EAS	11	2	0	0	0	0
LDL	EAS	11	3	0	0	0	0
LDL	EAS	11	4	0	0	0	0
LDL	EAS	11	7	0	0	0	0
LDL	EAS	11	12	0	1	0	0
LDL	EAS	11	18	0	0	0	0
LDL	EAS	11	22	0	0	0	0
LDL	EAS	11	28	0	0	0	0
LDL	EAS	11	30	0	0	0	0
LDL	EAS	11	31	0	0	0	0
LDL	EAS	11	33	0	0	0	0
LDL	EAS	11	51	0	0	0	0
LDL	EAS	11	56	0	0	0	0
LDL	EAS	11	75	0	0	0	0
LDL	EAS	11	76	0	1	0	0
LDL	EAS	11	78	0	0	0	0
LDL	EAS	11	79	0	0	0	0
LDL	EAS	11	81	0	0	0	0
LDL	EAS	11	82	0	0	0	0
LDL	EAS	11	86	0	0	0	0
LDL	EAS	11	90	0	0	0	0
LDL	EAS	11	107	0	0	0	0
LDL	EAS	11	108	0	0	0	0
LDL	EAS	11	115	0	0	0	0
LDL	EAS	11	117	0	0	0	0
LDL	EAS	11	123	0	0	0	0
LDL	EAS	11	125	0	0	0	0
LDL	EAS	11	129	0	0	0	0
LDL	EAS	11	133	0	1	0	0
LDL	EAS	11	139	0	0	0	0
LDL	EAS	11	140	0	0	0	0
LDL	EAS	11	142	0	0	0	0
LDL	EAS	11	147	0	1	0	0
LDL	EAS	11	163	0	0	0	0
LDL	EAS	12	1	0	0	0	0
LDL	EAS	12	4	0	0	0	0
LDL	EAS	12	12	0	0	0	0
LDL	EAS	12	17	0	0	0	0
LDL	EAS	12	18	0	0	0	0
LDL	EAS	12	23	0	0	0	0
LDL	EAS	12	29	0	0	0	0
LDL	EAS	12	33	0	0	0	0
LDL	EAS	12	42	0	0	0	0
LDL	EAS	12	45	0	0	0	0
LDL	EAS	12	47	0	0	0	0
LDL	EAS	12	49	0	0	0	0
LDL	EAS	12	51	0	0	0	0
LDL	EAS	12	59	0	0	0	0
LDL	EAS	12	61	0	0	0	0
LDL	EAS	12	62	0	0	0	0
LDL	EAS	12	63	0	0	0	0
LDL	EAS	12	64	0	0	0	0
LDL	EAS	12	66	0	0	0	0
LDL	EAS	12	67	0	0	0	0
LDL	EAS	12	69	0	0	0	0
LDL	EAS	12	71	0	0	0	0
LDL	EAS	12	72	0	0	0	0
LDL	EAS	12	82	0	0	0	0
LDL	EAS	12	97	0	0	0	0
LDL	EAS	12	98	0	0	0	0
LDL	EAS	12	110	0	0	0	0
LDL	EAS	12	112	0	0	0	0
LDL	EAS	12	113	0	0	0	0
LDL	EAS	12	114	0	0	0	0
LDL	EAS	12	115	0	0	0	0
LDL	EAS	12	117	0	0	0	0
LDL	EAS	12	120	0	0	0	0
LDL	EAS	12	121	0	0	0	0
LDL	EAS	12	122	0	0	0	0
LDL	EAS	12	127	0	0	0	0
LDL	EAS	12	128	0	0	0	0
LDL	EAS	12	138	0	0	0	0
LDL	EAS	12	139	0	0	0	0
LDL	EAS	12	140	0	0	0	0
LDL	EAS	12	141	0	0	0	0
LDL	EAS	12	164	0	0	0	0
LDL	EAS	13	11	0	0	0	0
LDL	EAS	13	18	0	0	0	0
LDL	EAS	13	21	0	0	0	0
LDL	EAS	13	24	0	0	0	0
LDL	EAS	13	25	0	1	0	0
LDL	EAS	13	40	0	0	0	0
LDL	EAS	13	44	0	0	0	0
LDL	EAS	13	50	0	0	0	0
LDL	EAS	13	52	0	0	0	0
